"Status","Year","Age","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","30-39","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Department for Education (excl. agencies)","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","10","[c]","36600","34230"
"New entrant CS","2021","30-39","Human Resources","Department for International Trade","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Department for Transport (excl. agencies)","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Department for Transport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Department of Health and Social Care (excl. agencies)","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Driver and Vehicle Licensing Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Forestry and Land Scotland","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Health and Safety Executive","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","HM Revenue and Customs (excl. agencies)","Human Resources","10","[c]","43020","38630"
"New entrant CS","2021","30-39","Human Resources","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","HM Treasury (excl. agencies)","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","HM Treasury (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Maritime and Coastguard Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Medicines and Healthcare Products Regulatory Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Met Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","25","[c]","30530","20920"
"New entrant CS","2021","30-39","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Ministry of Justice (excl. agencies)","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","National Crime Agency","Human Resources","10","[c]","35870","36740"
"New entrant CS","2021","30-39","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Public Health England","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Registers of Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Scottish Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Scottish Prison Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Scottish Prison Service","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Submarine Delivery Agency","Operational Delivery","10","[c]","24300","20000"
"New entrant CS","2021","30-39","Human Resources","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","UK Hydrographic Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","UK Space Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","United Kingdom Statistics Authority","Human Resources","15","[c]","34630","29540"
"New entrant CS","2021","30-39","Human Resources","United Kingdom Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","Government Internal Audit Agency","Internal Audit","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","Government Internal Audit Agency","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","HM Prison and Probation Service","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","HM Revenue and Customs (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","United Kingdom Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Attorney General's Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Competition and Markets Authority","Legal","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Crown Office and Procurator Fiscal Service","Legal","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Crown Prosecution Service","Legal","120","[c]","45690","48080"
"New entrant CS","2021","30-39","Legal","Crown Prosecution Service","Operational Delivery","50","[c]","21570","20190"
"New entrant CS","2021","30-39","Legal","Department for Education (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Department for International Trade","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Government Legal Department","Legal","60","[c]","48370","50500"
"New entrant CS","2021","30-39","Legal","Government Legal Department","Other","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","HM Courts and Tribunals Service","Legal","45","[c]","29250","28600"
"New entrant CS","2021","30-39","Legal","HM Land Registry","Legal","15","[c]","58680","57000"
"New entrant CS","2021","30-39","Legal","HM Revenue and Customs (excl. agencies)","Legal","15","[c]","51940","52580"
"New entrant CS","2021","30-39","Legal","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Legal Aid Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Ministry of Justice (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","National Crime Agency","Legal","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Office of the Public Guardian","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Scottish Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Scottish Courts and Tribunals Service","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Serious Fraud Office","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Welsh Revenue Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Advisory, Conciliation and Arbitration Service","Operational Delivery","40","[c]","25550","24250"
"New entrant CS","2021","30-39","No function","Animal and Plant Health Agency","Operational Delivery","80","[c]","24710","24020"
"New entrant CS","2021","30-39","No function","Animal and Plant Health Agency","Science and Engineering","10","[c]","29870","27960"
"New entrant CS","2021","30-39","No function","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Animal and Plant Health Agency","Veterinarian","10","[c]","31860","35900"
"New entrant CS","2021","30-39","No function","Cabinet Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Cabinet Office (excl. agencies)","Unknown","110","[c]","43470","34550"
"New entrant CS","2021","30-39","No function","Companies House","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Companies House","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Criminal Injuries Compensation Authority","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Crown Commercial Service","Operational Delivery","20","[c]","29870","27770"
"New entrant CS","2021","30-39","No function","Crown Office and Procurator Fiscal Service","Operational Delivery","15","[c]","21070","20760"
"New entrant CS","2021","30-39","No function","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Defence Science and Technology Laboratory","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Defence Science and Technology Laboratory","Science and Engineering","25","[c]","35410","37320"
"New entrant CS","2021","30-39","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","15","[c]","40230","34280"
"New entrant CS","2021","30-39","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","95","[c]","44260","40050"
"New entrant CS","2021","30-39","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Department for Digital, Culture, Media and Sport","Policy","60","[c]","42530","34020"
"New entrant CS","2021","30-39","No function","Department for Education (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Department for Education (excl. agencies)","Operational Delivery","10","[c]","35860","29360"
"New entrant CS","2021","30-39","No function","Department for Education (excl. agencies)","Policy","55","[c]","39270","36500"
"New entrant CS","2021","30-39","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","150","[c]","39510","35900"
"New entrant CS","2021","30-39","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Department for International Trade","International Trade","25","[c]","39080","33830"
"New entrant CS","2021","30-39","No function","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Department for International Trade","Other","5","[c]","[c]","[c]"
