"Status","Year","Age","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","20-29","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Ministry of Defence (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Ministry of Defence (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Valuation Office Agency","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Valuation Office Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Defence Equipment and Support","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Defence Equipment and Support","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Department for Education (excl. agencies)","Female","35","[c]","37160","36300"
"Leaver Dept.","2021","20-29","Unknown","Department for Education (excl. agencies)","Male","35","[c]","34070","33300"
"Leaver Dept.","2021","20-29","Unknown","Department for Transport (excl. agencies)","Female","45","[c]","37450","35060"
"Leaver Dept.","2021","20-29","Unknown","Department for Transport (excl. agencies)","Male","40","[c]","38040","34700"
"Leaver Dept.","2021","20-29","Unknown","Department for Work and Pensions (excl. agencies)","Female","215","[c]","28010","27570"
"Leaver Dept.","2021","20-29","Unknown","Department for Work and Pensions (excl. agencies)","Male","150","[c]","27920","27570"
"Leaver Dept.","2021","20-29","Unknown","Department of Health and Social Care (excl. agencies)","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Department of Health and Social Care (excl. agencies)","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Education and Skills Funding Agency","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Foreign and Commonwealth Office (excl. agencies)","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Foreign and Commonwealth Office (excl. agencies)","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Female","45","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","HM Revenue and Customs (excl. agencies)","Female","290","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","HM Revenue and Customs (excl. agencies)","Male","270","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Home Office (incl. agencies)","Female","220","[c]","30950","28670"
"Leaver Dept.","2021","20-29","Unknown","Home Office (incl. agencies)","Male","135","[c]","30650","27760"
"Leaver Dept.","2021","20-29","Unknown","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Medicines and Healthcare Products Regulatory Agency","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Met Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Met Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Ministry of Defence (excl. agencies)","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Ministry of Defence (excl. agencies)","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Scottish Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Scottish Government (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Welsh Government (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Ministry of Justice (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Ministry of Justice (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
