"Status","Year","Age","Function_of_post","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","40-49","Project Delivery","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","Defence Equipment and Support","Ministry of Defence","40","[c]","37890","35790"
"Leaver Dept.","2021","40-49","Project Delivery","Defence Science and Technology Laboratory","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","Department for International Development","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","15","[c]","64890","69170"
"Leaver Dept.","2021","40-49","Project Delivery","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","HM Courts and Tribunals Service","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","Ministry of Defence (excl. agencies)","Ministry of Defence","10","[c]","52440","42360"
"Leaver Dept.","2021","40-49","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","Northern Ireland Office","Northern Ireland Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","Rural Payments Agency","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","United Kingdom Statistics Authority","United Kingdom Statistics Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Property","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Property","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Property","Ministry of Defence (excl. agencies)","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Property","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Property","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Property","Valuation Office Agency","HM Revenue and Customs","15","[c]","30880","25500"
"Leaver Dept.","2021","40-49","Security","Cabinet Office (excl. agencies)","Cabinet Office","10","[c]","39610","33930"
"Leaver Dept.","2021","40-49","Security","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Security","Ministry of Defence (excl. agencies)","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Security","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Security","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Defence Equipment and Support","Ministry of Defence","25","[c]","46180","42400"
"Leaver Dept.","2021","40-49","Unknown","Department for Education (excl. agencies)","Department for Education","45","[c]","52350","50630"
"Leaver Dept.","2021","40-49","Unknown","Department for Transport (excl. agencies)","Department for Transport","25","[c]","57480","49620"
"Leaver Dept.","2021","40-49","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","340","[c]","30810","27570"
"Leaver Dept.","2021","40-49","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","320","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Home Office (incl. agencies)","Home Office","230","[c]","41660","31680"
"Leaver Dept.","2021","40-49","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","30","[c]","39870","38430"
"Leaver Dept.","2021","40-49","Unknown","Scottish Government (excl. agencies)","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Welsh Government (excl. agencies)","Welsh Government","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Analysis","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Analysis","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Analysis","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Analysis","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Analysis","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Analysis","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Analysis","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Analysis","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","10","[c]","61210","58640"
"Leaver Dept.","2021","50-59","Commercial","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","Ministry of Defence (excl. agencies)","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Counter Fraud","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Counter Fraud","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","Cabinet Office (excl. agencies)","Cabinet Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
