"Status","Year","Age","Disability","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","40-49","Undeclared","Legal Aid Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Maritime and Coastguard Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Ministry of Defence (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Ministry of Defence (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Ministry of Defence (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Ministry of Defence (excl. agencies)","Other","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Ministry of Defence (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Ministry of Justice (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Public Health England","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Public Health England","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Public Health England","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","UK Hydrographic Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Valuation Office Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Vehicle Certification Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Advisory, Conciliation and Arbitration Service","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Animal and Plant Health Agency","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Animal and Plant Health Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Animal and Plant Health Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Animal and Plant Health Agency","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Cabinet Office (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Cabinet Office (excl. agencies)","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Criminal Injuries Compensation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Crown Commercial Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Crown Commercial Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Crown Commercial Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Crown Office and Procurator Fiscal Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Crown Prosecution Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Crown Prosecution Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Debt Management Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Debt Management Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Debt Management Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Defence Equipment and Support","Other","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Defence Equipment and Support","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Defence Science and Technology Laboratory","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Defence Science and Technology Laboratory","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Defence Science and Technology Laboratory","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Defence Science and Technology Laboratory","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Digital, Culture, Media and Sport","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Education (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Education (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for International Development","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for International Development","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for International Development","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","145","[c]","27130","27570"
"Leaver CS","2021","40-49","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Driver and Vehicle Licensing Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Driver and Vehicle Licensing Agency","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Driver and Vehicle Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Driver and Vehicle Standards Agency","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Education and Skills Funding Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","FCDO Services","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Foreign and Commonwealth Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Government Actuary's Department","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Government Legal Department","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Health and Safety Executive","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","HM Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","HM Courts and Tribunals Service","Operational Delivery","30","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","HM Land Registry","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","HM Prison and Probation Service","Operational Delivery","115","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","HM Prison and Probation Service","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","HM Prison and Probation Service","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","250","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Home Office (incl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Home Office (incl. agencies)","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Home Office (incl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Home Office (incl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Home Office (incl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Insolvency Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Insolvency Service","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Insolvency Service","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Legal Aid Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Maritime and Coastguard Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Maritime and Coastguard Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Maritime and Coastguard Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Medicines and Healthcare Products Regulatory Agency","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Medicines and Healthcare Products Regulatory Agency","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Ministry of Defence (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Ministry of Defence (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Ministry of Defence (excl. agencies)","Medicine","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Ministry of Defence (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Ministry of Defence (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Ministry of Defence (excl. agencies)","Other","45","[c]","34100","34840"
