"Status","Year","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Department of Health and Social Care","Human Resources","SEO","10","[c]","38280","39480"
"New entrant CS","2021","Department of Health and Social Care","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Intelligence Analysis","G6","20","[c]","66780","66230"
"New entrant CS","2021","Department of Health and Social Care","Intelligence Analysis","G7","30","[c]","53140","53360"
"New entrant CS","2021","Department of Health and Social Care","Intelligence Analysis","HEO","15","[c]","31910","32790"
"New entrant CS","2021","Department of Health and Social Care","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Knowledge and Information Management","EO","10","[c]","25040","24190"
"New entrant CS","2021","Department of Health and Social Care","Knowledge and Information Management","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Knowledge and Information Management","HEO","10","[c]","30480","30460"
"New entrant CS","2021","Department of Health and Social Care","Knowledge and Information Management","SEO","15","[c]","39480","40070"
"New entrant CS","2021","Department of Health and Social Care","Medicine","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Medicine","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Medicine","HEO","10","[c]","34820","34700"
"New entrant CS","2021","Department of Health and Social Care","Medicine","SCS level","60","[c]","92780","84460"
"New entrant CS","2021","Department of Health and Social Care","Medicine","SEO","10","[c]","38970","38890"
"New entrant CS","2021","Department of Health and Social Care","Operational Delivery","AA","35","[c]","19390","18850"
"New entrant CS","2021","Department of Health and Social Care","Operational Delivery","AO","285","[c]","20440","19630"
"New entrant CS","2021","Department of Health and Social Care","Operational Delivery","EO","265","[c]","25410","26260"
"New entrant CS","2021","Department of Health and Social Care","Operational Delivery","G6","40","[c]","67930","66090"
"New entrant CS","2021","Department of Health and Social Care","Operational Delivery","G7","130","[c]","53210","52610"
"New entrant CS","2021","Department of Health and Social Care","Operational Delivery","HEO","320","[c]","31460","31370"
"New entrant CS","2021","Department of Health and Social Care","Operational Delivery","SCS level","15","[c]","100980","1e+05"
"New entrant CS","2021","Department of Health and Social Care","Operational Delivery","SEO","225","[c]","39200","39410"
"New entrant CS","2021","Department of Health and Social Care","Operational Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Other","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Other","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Policy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Policy","EO","100","[c]","26650","27270"
"New entrant CS","2021","Department of Health and Social Care","Policy","G6","40","[c]","64800","66230"
"New entrant CS","2021","Department of Health and Social Care","Policy","G7","90","[c]","52180","53360"
"New entrant CS","2021","Department of Health and Social Care","Policy","HEO","265","[c]","31950","32790"
"New entrant CS","2021","Department of Health and Social Care","Policy","SCS level","20","[c]","101440","90000"
"New entrant CS","2021","Department of Health and Social Care","Policy","SEO","85","[c]","39220","40650"
"New entrant CS","2021","Department of Health and Social Care","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Property","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Property","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Property","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Science and Engineering","AA","15","[c]","19070","18850"
"New entrant CS","2021","Department of Health and Social Care","Science and Engineering","AO","85","[c]","21370","19630"
"New entrant CS","2021","Department of Health and Social Care","Science and Engineering","EO","60","[c]","24640","23370"
"New entrant CS","2021","Department of Health and Social Care","Science and Engineering","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Science and Engineering","G7","30","[c]","52090","52140"
"New entrant CS","2021","Department of Health and Social Care","Science and Engineering","HEO","185","[c]","31460","31370"
"New entrant CS","2021","Department of Health and Social Care","Science and Engineering","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Science and Engineering","SEO","145","[c]","39370","38890"
"New entrant CS","2021","Department of Health and Social Care","Social Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Statistics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Statistics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Statistics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Unknown","EO","40","[c]","26880","27140"
"New entrant CS","2021","Department of Health and Social Care","Unknown","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Unknown","G7","20","[c]","52630","53100"
"New entrant CS","2021","Department of Health and Social Care","Unknown","HEO","20","[c]","32750","32640"
"New entrant CS","2021","Department of Health and Social Care","Unknown","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Unknown","SEO","30","[c]","40000","40450"
"New entrant CS","2021","ESTYN","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Counter Fraud","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Economics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Legal","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Operational Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Operational Delivery","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Operational Delivery","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Policy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Policy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Policy","HEO","10","[c]","31150","30350"
"New entrant CS","2021","Food Standards Agency","Policy","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Science and Engineering","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Social Research","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Social Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Statistics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Veterinarian","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Digital, Data and Technology","AA","10","[c]","21990","21040"
"New entrant CS","2021","HM Land Registry","Digital, Data and Technology","AO","20","[c]","22550","22350"
"New entrant CS","2021","HM Land Registry","Digital, Data and Technology","EO","35","[c]","27720","27130"
"New entrant CS","2021","HM Land Registry","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Digital, Data and Technology","HEO","20","[c]","37760","38450"
"New entrant CS","2021","HM Land Registry","Digital, Data and Technology","SEO","10","[c]","44140","43160"
"New entrant CS","2021","HM Land Registry","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Human Resources","SCS level","[c]","[c]","[c]","[c]"
