"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Scottish Government (excl. agencies)","Scottish Government","G6/G7","G6","35","[c]","68780","66290"
"New entrant CS","2021","Scottish Government (excl. agencies)","Scottish Government","G6/G7","G7","140","[c]","51670","48930"
"New entrant CS","2021","Scottish Government (excl. agencies)","Scottish Government","SCS level","SCS level","10","[c]","98850","95930"
"New entrant CS","2021","Scottish Government (excl. agencies)","Scottish Government","SEO/HEO","HEO","220","[c]","31330","30650"
"New entrant CS","2021","Scottish Government (excl. agencies)","Scottish Government","SEO/HEO","SEO","145","[c]","40720","38540"
"New entrant CS","2021","Scottish Housing Regulator","Scottish Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Scottish Government","AA/AO","AA","35","[c]","18980","18980"
"New entrant CS","2021","Scottish Prison Service","Scottish Government","AA/AO","AO","210","[c]","21320","20810"
"New entrant CS","2021","Scottish Prison Service","Scottish Government","EO","EO","25","[c]","26290","25980"
"New entrant CS","2021","Scottish Prison Service","Scottish Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Scottish Government","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Scottish Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Scottish Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Scottish Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Scottish Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Attorney General's Departments","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Attorney General's Departments","EO","EO","15","[c]","26570","26090"
"New entrant CS","2021","Serious Fraud Office","Attorney General's Departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Attorney General's Departments","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Attorney General's Departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Attorney General's Departments","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Attorney General's Departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Scottish Government","AA/AO","AA","220","[c]","20140","20060"
"New entrant CS","2021","Social Security Scotland","Scottish Government","AA/AO","AO","10","[c]","23500","23340"
"New entrant CS","2021","Social Security Scotland","Scottish Government","EO","EO","75","[c]","26490","26160"
"New entrant CS","2021","Social Security Scotland","Scottish Government","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Scottish Government","G6/G7","G7","20","[c]","51860","48930"
"New entrant CS","2021","Social Security Scotland","Scottish Government","SEO/HEO","HEO","40","[c]","31050","30650"
"New entrant CS","2021","Social Security Scotland","Scottish Government","SEO/HEO","SEO","20","[c]","38540","38540"
"New entrant CS","2021","Standards and Testing Agency","Department for Education","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Department for Education","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Department for Education","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Department for Education","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Department for Education","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Scottish Government","AA/AO","AA","20","[c]","20060","20060"
"New entrant CS","2021","Student Awards Agency for Scotland","Scottish Government","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Scottish Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Scottish Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Ministry of Defence","Unknown","Unknown","195","[c]","35750","32000"
"New entrant CS","2021","Teaching Regulation Agency","Department for Education","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Department for Education","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Department for Education","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","The National Archives","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","The National Archives","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","The National Archives","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","The National Archives","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","The National Archives","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","The National Archives","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","The National Archives","SEO/HEO","HEO","15","[c]","31140","30000"
"New entrant CS","2021","The National Archives","The National Archives","SEO/HEO","SEO","15","[c]","38330","36500"
"New entrant CS","2021","Transport Scotland","Scottish Government","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Scottish Government","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Scottish Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Scottish Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Scottish Government","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Scottish Government","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","UK Export Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","UK Export Finance","EO","EO","15","[c]","29480","29000"
"New entrant CS","2021","UK Export Finance","UK Export Finance","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","UK Export Finance","G6/G7","G7","15","[c]","62360","62680"
"New entrant CS","2021","UK Export Finance","UK Export Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","UK Export Finance","SEO/HEO","HEO","15","[c]","34110","33000"
"New entrant CS","2021","UK Export Finance","UK Export Finance","SEO/HEO","SEO","30","[c]","47740","47080"
"New entrant CS","2021","UK Hydrographic Office","Ministry of Defence","AA/AO","AO","40","[c]","20240","20170"
"New entrant CS","2021","UK Hydrographic Office","Ministry of Defence","EO","EO","10","[c]","27250","26740"
"New entrant CS","2021","UK Hydrographic Office","Ministry of Defence","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Ministry of Defence","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Ministry of Defence","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Ministry of Defence","SEO/HEO","HEO","15","[c]","33730","33290"
"New entrant CS","2021","UK Hydrographic Office","Ministry of Defence","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AA/AO","AO","30","[c]","21140","21140"
"New entrant CS","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","EO","105","[c]","24260","23320"
"New entrant CS","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6/G7","G7","10","[c]","58940","59170"
"New entrant CS","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","25","[c]","41800","40640"
"New entrant CS","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","UK Supreme Court","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","UK Supreme Court","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","UK Supreme Court","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","UK Supreme Court","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","UK Supreme Court","SEO/HEO","SEO","10","[c]","37230","37230"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","AA/AO","AA","30","[c]","19420","19130"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","AA/AO","AO","130","[c]","19460","19130"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","EO","EO","175","[c]","23610","23050"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","G6/G7","G6","15","[c]","62530","62570"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","G6/G7","G7","80","[c]","51510","49550"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","SCS level","SCS level","10","[c]","88340","78870"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","SEO/HEO","HEO","410","[c]","30700","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","SEO/HEO","SEO","210","[c]","37460","37020"
"New entrant CS","2021","Valuation Office Agency","HM Revenue and Customs","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","HM Revenue and Customs","AA/AO","AO","125","[c]","20970","20880"
"New entrant CS","2021","Valuation Office Agency","HM Revenue and Customs","EO","EO","70","[c]","25140","24500"
"New entrant CS","2021","Valuation Office Agency","HM Revenue and Customs","SEO/HEO","HEO","45","[c]","30560","30000"
"New entrant CS","2021","Valuation Office Agency","HM Revenue and Customs","SEO/HEO","SEO","20","[c]","41900","41230"
"New entrant CS","2021","Vehicle Certification Agency","Department for Transport","AA/AO","AO","15","[c]","21590","21590"
"New entrant CS","2021","Vehicle Certification Agency","Department for Transport","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Department for Transport","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Department for Transport","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Wales Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Wales Office","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Wales Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Wales Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Water Services Regulation Authority","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Water Services Regulation Authority","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Water Services Regulation Authority","SEO/HEO","HEO","10","[c]","42870","44000"
"New entrant CS","2021","Water Services Regulation Authority","Water Services Regulation Authority","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Welsh Government","AA/AO","AO","105","[c]","20560","20500"
"New entrant CS","2021","Welsh Government (excl. agencies)","Welsh Government","EO","EO","25","[c]","25920","25030"
"New entrant CS","2021","Welsh Government (excl. agencies)","Welsh Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Welsh Government","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Welsh Government","SEO/HEO","HEO","20","[c]","31850","30600"
"New entrant CS","2021","Welsh Government (excl. agencies)","Welsh Government","SEO/HEO","SEO","30","[c]","39830","39310"
