"Status","Year","Organisation","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Public Health England","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Knowledge and Information Management","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Knowledge and Information Management","EO","EO","10","[c]","25500","25890"
"Leaver CS","2021","Public Health England","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Knowledge and Information Management","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Knowledge and Information Management","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Knowledge and Information Management","SEO/HEO","SEO","15","[c]","39460","40470"
"Leaver CS","2021","Public Health England","Medicine","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Medicine","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Medicine","SCS level","SCS level","40","[c]","107510","110680"
"Leaver CS","2021","Public Health England","Medicine","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Medicine","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Operational Delivery","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Operational Delivery","AA/AO","AO","55","[c]","21060","20990"
"Leaver CS","2021","Public Health England","Operational Delivery","EO","EO","45","[c]","26050","26410"
"Leaver CS","2021","Public Health England","Operational Delivery","G6/G7","G6","15","[c]","72440","70860"
"Leaver CS","2021","Public Health England","Operational Delivery","G6/G7","G7","60","[c]","53350","52680"
"Leaver CS","2021","Public Health England","Operational Delivery","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Operational Delivery","SEO/HEO","HEO","45","[c]","31830","32330"
"Leaver CS","2021","Public Health England","Operational Delivery","SEO/HEO","SEO","40","[c]","40080","39910"
"Leaver CS","2021","Public Health England","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Science and Engineering","AA/AO","AA","25","[c]","18860","18850"
"Leaver CS","2021","Public Health England","Science and Engineering","AA/AO","AO","75","[c]","21040","20230"
"Leaver CS","2021","Public Health England","Science and Engineering","EO","EO","30","[c]","25090","24060"
"Leaver CS","2021","Public Health England","Science and Engineering","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Science and Engineering","G6/G7","G7","30","[c]","53310","52890"
"Leaver CS","2021","Public Health England","Science and Engineering","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Science and Engineering","SEO/HEO","HEO","70","[c]","32470","32770"
"Leaver CS","2021","Public Health England","Science and Engineering","SEO/HEO","SEO","65","[c]","40340","40510"
"Leaver CS","2021","Queen Elizabeth II Centre","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Operational Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Operational Delivery","AA/AO","AO","10","[c]","22890","21870"
"Leaver CS","2021","Registers of Scotland","Operational Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Policy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Other","Unknown","Unknown","145","[c]","35020","32400"
"Leaver CS","2021","Rural Payments Agency","Operational Delivery","AA/AO","AO","45","[c]","20830","21050"
"Leaver CS","2021","Rural Payments Agency","Operational Delivery","EO","EO","30","[c]","25420","25190"
"Leaver CS","2021","Rural Payments Agency","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Operational Delivery","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Policy","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Operational Delivery","AA/AO","AA","25","[c]","20070","20070"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Operational Delivery","AA/AO","AO","35","[c]","22760","22820"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Operational Delivery","EO","EO","20","[c]","25650","26550"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Operational Delivery","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Operational Delivery","SEO/HEO","SEO","10","[c]","43050","45190"
"Leaver CS","2021","Scottish Fiscal Commission","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Unknown","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Unknown","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Unknown","AA/AO","AA","35","[c]","21350","21150"
"Leaver CS","2021","Scottish Government (excl. agencies)","Unknown","AA/AO","AO","15","[c]","24920","24910"
"Leaver CS","2021","Scottish Government (excl. agencies)","Unknown","EO","EO","50","[c]","28180","28170"
"Leaver CS","2021","Scottish Government (excl. agencies)","Unknown","G6/G7","G6","25","[c]","71240","73940"
"Leaver CS","2021","Scottish Government (excl. agencies)","Unknown","G6/G7","G7","25","[c]","57970","61010"
"Leaver CS","2021","Scottish Government (excl. agencies)","Unknown","SCS level","SCS level","15","[c]","94100","84710"
"Leaver CS","2021","Scottish Government (excl. agencies)","Unknown","SEO/HEO","HEO","60","[c]","34280","35110"
"Leaver CS","2021","Scottish Government (excl. agencies)","Unknown","SEO/HEO","SEO","50","[c]","44380","46600"
"Leaver CS","2021","Scottish Housing Regulator","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Operational Delivery","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Operational Delivery","AA/AO","AO","50","[c]","23270","22430"
"Leaver CS","2021","Scottish Prison Service","Operational Delivery","EO","EO","95","[c]","32730","33650"
"Leaver CS","2021","Scottish Prison Service","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Operational Delivery","SEO/HEO","HEO","20","[c]","39500","39500"
"Leaver CS","2021","Scottish Prison Service","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Other","AA/AO","AA","10","[c]","20350","20810"
"Leaver CS","2021","Scottish Prison Service","Other","AA/AO","AO","10","[c]","27210","28160"
"Leaver CS","2021","Scottish Prison Service","Other","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Psychology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Psychology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Counter Fraud","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Counter Fraud","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Digital, Data and Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Other","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Policy","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Unknown","AA/AO","AA","15","[c]","20940","21150"
"Leaver CS","2021","Social Security Scotland","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Project Delivery","Unknown","Unknown","15","[c]","44540","41070"
"Leaver CS","2021","Submarine Delivery Agency","Science and Engineering","Unknown","Unknown","25","[c]","38130","37310"
"Leaver CS","2021","Submarine Delivery Agency","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
