"Status","Year","Ethnicity","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Chinese","Maritime and Coastguard Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Maritime and Coastguard Agency","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Maritime and Coastguard Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chinese","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","10","10","[c]","[c]"
"In post","2021","Chinese","Met Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Met Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Met Office","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Met Office","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence (excl. agencies)","Ministry of Defence","Heterosexual / straight","60","60","33560","30750"
"In post","2021","Chinese","Ministry of Defence (excl. agencies)","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence (excl. agencies)","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Justice (excl. agencies)","Ministry of Justice","Heterosexual / straight","30","30","42010","40500"
"In post","2021","Chinese","Ministry of Justice (excl. agencies)","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Justice (excl. agencies)","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","National Crime Agency","National Crime Agency","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","National Crime Agency","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","National Crime Agency","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","National Crime Agency","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","National Infrastructure Commission","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","National Infrastructure Commission","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","National Infrastructure Commission","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","National Infrastructure Commission","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","National Records of Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","National Records of Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","National Records of Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","National Records of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","National Savings and Investments","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","National Savings and Investments","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","National Savings and Investments","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","National Savings and Investments","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland Office","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland Office","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland Office","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland Office","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office for Budget Responsibility","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office for Budget Responsibility","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office for Budget Responsibility","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office for Budget Responsibility","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","5","5","[c]","[c]"
"In post","2021","Chinese","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of Rail and Road","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of Rail and Road","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of Rail and Road","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of Rail and Road","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of the Public Guardian","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of the Public Guardian","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of the Public Guardian","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of the Public Guardian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of the Scottish Charity Regulator","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of the Scottish Charity Regulator","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of the Scottish Charity Regulator","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of the Scottish Charity Regulator","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning Inspectorate","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Public Health England","Department of Health and Social Care","Heterosexual / straight","30","30","45790","40940"
"In post","2021","Chinese","Public Health England","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Public Health England","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Public Health England","Department of Health and Social Care","Unknown","5","5","[c]","[c]"
"In post","2021","Chinese","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Registers of Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Registers of Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Registers of Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Registers of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Revenue Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Revenue Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Revenue Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Revenue Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Royal Fleet Auxiliary","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Royal Fleet Auxiliary","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Royal Fleet Auxiliary","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Royal Fleet Auxiliary","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Rural Payments Agency","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scottish Courts and Tribunals Service","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
